SubhaloID,Galaxy,COS_ID,h,center_x_ckpch,center_y_ckpch,center_z_ckpch,rhalf_star_ckpch,J_tot_x,J_tot_y,J_tot_z,inc_tot_deg,PA_tot_deg,inc_star_deg,PA_star_deg,PCA_major2D_XY_deg,rho_kpc,phi_deg,inc_used_deg,Rvir_kpc_used,debug_image,orientation_json,error
591469,J1051+1245,15,0.6774,30804.154296875,23362.955078125,33122.6875,5.542763710021973,-437.41644287109375,504.0573425292969,713.4602661132812,43.08903091246892,40.95115170956174,21.287718182718827,37.829940000565955,41.015328529146984,140.0,73.0,64.5,194.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_591469/analysis/debug_sid591469_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_591469/analysis/orientation_sid591469_snap99.json,
592021,J1404+3357,36,0.6774,21970.826171875,3689.3916015625,17570.345703125,0.8218390941619873,-457.8278503417969,-521.8142700195312,28.890071868896484,87.6168913740787,138.73702959049137,65.84147824868317,62.72226475033589,60.4632636813141,111.0,57.0,70.34,181.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_592021/analysis/debug_sid592021_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_592021/analysis/orientation_sid592021_snap99.json,
593259,J1404+3357,36,0.6774,29103.576171875,11335.4296875,1919.411376953125,2.7417564392089844,-285.7959289550781,-477.2233581542969,-317.0391845703125,60.31896661464006,149.08376929288735,63.77387555495129,150.88415105030006,151.02950252612376,111.0,57.0,70.34,181.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_593259/analysis/debug_sid593259_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_593259/analysis/orientation_sid593259_snap99.json,
595100,J1241+2847,28,0.6774,32081.97265625,12696.080078125,9876.12109375,1.5018203258514404,-112.11286926269531,474.65008544921875,-43.5959587097168,84.89196819762913,13.289749763035985,68.28627453328635,69.08161586369982,2.7740913010660506,198.0,40.0,50.74,180.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_595100/analysis/debug_sid595100_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_595100/analysis/orientation_sid595100_snap99.json,
596244,J1317+2629,32,0.6774,23285.900390625,12950.53125,16776.638671875,2.9025752544403076,-305.3396911621094,-700.7496337890625,-598.0029907226562,51.962734992207956,156.45565734109243,43.23705086933813,168.60198713908466,171.68043831040615,198.0,86.0,49.9,176.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_596244/analysis/debug_sid596244_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_596244/analysis/orientation_sid596244_snap99.json,
596660,J1241+2847,28,0.6774,400.40777587890625,30713.3125,9955.904296875,1.5420784950256348,301.4513244628906,-538.6902465820312,-164.7431640625,75.0573478243291,29.231397672473147,67.72850597192087,27.83356370672693,31.350242425908647,198.0,40.0,50.74,180.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_596660/analysis/debug_sid596660_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_596660/analysis/orientation_sid596660_snap99.json,
600363,J1348+2453,34,0.6774,11441.9091796875,5751.3779296875,6312.73388671875,2.3548452854156494,-284.30279541015625,189.2166290283203,801.0347900390625,23.090470081082916,56.35440248748813,54.06429408564861,4.309541175552027,3.691416141985968,153.0,81.0,80.3,160.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_600363/analysis/debug_sid600363_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_600363/analysis/orientation_sid600363_snap99.json,
600946,J1132+1329,25,0.6774,12996.0703125,21806.00390625,14169.212890625,2.201066732406616,-2.1266515254974365,471.6109924316406,589.2234497070312,38.673859419166625,0.2583640605942321,44.23645259042659,8.279017154998485,4.127848074230116,230.0,5.0,68.62,168.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_600946/analysis/debug_sid600946_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_600946/analysis/orientation_sid600946_snap99.json,
602509,J1317+2629,32,0.6774,29093.89453125,19938.533203125,3426.323974609375,3.334906816482544,591.9295654296875,-134.24061584472656,-10.300309181213379,89.02776619643578,77.22232094576664,85.83572308163588,47.38312310107874,47.9949937740671,198.0,86.0,49.9,176.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_602509/analysis/debug_sid602509_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_602509/analysis/orientation_sid602509_snap99.json,
602653,J1404+3357,36,0.6774,7832.369140625,9697.7509765625,3829.578369140625,4.814095497131348,54.186851501464844,-196.1986846923828,303.1728515625,33.876590163638106,15.439277431842688,16.065856928166973,25.33676645756097,39.63695317339753,111.0,57.0,70.34,181.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_602653/analysis/debug_sid602653_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_602653/analysis/orientation_sid602653_snap99.json,
605054,J1100+1210,17,0.6774,5130.97705078125,15485.357421875,4635.89501953125,1.0742146968841553,268.7900085449219,-119.59486389160156,54.464412689208984,79.51158057234963,66.01390565684362,80.59123657097653,30.009767245312066,29.210288993242074,171.0,61.0,76.59,164.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_605054/analysis/debug_sid605054_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_605054/analysis/orientation_sid605054_snap99.json,
605844,J1132+1329,25,0.6774,34516.36328125,16959.443359375,5988.8359375,1.9322943687438965,-226.22877502441406,-517.4186401367188,251.1119384765625,66.02665931464648,156.38381047470094,84.99092384583162,151.76905051242096,150.40031879471093,230.0,5.0,68.62,168.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_605844/analysis/debug_sid605844_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_605844/analysis/orientation_sid605844_snap99.json,
607530,J0852+0309,3,0.6774,19465.646484375,2725.740478515625,27543.7421875,5.1483378410339355,-560.4484252929688,-521.7566528320312,121.4348373413086,80.98860203162221,132.9523923387196,82.96386690522692,128.247730374965,127.07893558140658,178.0,67.0,82.96386690522692,179.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_607530/analysis/debug_sid607530_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_607530/analysis/orientation_sid607530_snap99.json,
610361,J1132+1329,25,0.6774,22730.42578125,20295.08203125,7263.1796875,6.219284534454346,291.0774230957031,-206.63768005371094,-875.216552734375,22.188629526915623,54.628819779312934,17.72069355380785,5.568588095629222,29.787667996570264,230.0,5.0,68.62,168.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_610361/analysis/debug_sid610361_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_610361/analysis/orientation_sid610361_snap99.json,
610819,J1454+3050,41,0.6774,13909.7626953125,2344.993408203125,16232.7294921875,2.1238248348236084,-96.63386535644531,-226.82115173339844,314.0306091308594,38.13575364692556,156.92427332334455,32.095724697106974,67.55255937498745,57.42062630645508,223.0,37.0,56.93,164.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_610819/analysis/debug_sid610819_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_610819/analysis/orientation_sid610819_snap99.json,
611152,J1100+1210,17,0.6774,24847.22265625,28772.79296875,15144.177734375,2.4424684047698975,-43.96815490722656,239.8846435546875,92.46269989013672,69.23674320798096,10.386386065497192,42.93062861578128,77.62672036546734,65.0222222327276,171.0,61.0,76.59,164.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_611152/analysis/debug_sid611152_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_611152/analysis/orientation_sid611152_snap99.json,
611385,J1132+1329,25,0.6774,11131.16796875,26552.287109375,15353.8203125,7.528052806854248,-396.9685974121094,588.3424682617188,-374.41851806640625,62.18641773446021,34.00847233152314,63.366282371817846,40.44183952359225,35.71364644697081,230.0,5.0,68.62,168.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_611385/analysis/debug_sid611385_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_611385/analysis/orientation_sid611385_snap99.json,
614326,J0159+1346,1,0.6774,11325.6728515625,6943.1044921875,4110.8642578125,3.6603949069976807,-438.1816101074219,-228.112060546875,144.84420776367188,73.6585697930883,117.50094155688981,57.650937534691906,124.18259977423776,154.37058402794705,102.0,64.0,57.650937534691906,163.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_614326/analysis/debug_sid614326_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_614326/analysis/orientation_sid614326_snap99.json,
615607,J1348+2453,34,0.6774,24146.326171875,17607.0078125,32048.8125,2.3733508586883545,-308.7109680175781,-120.19285583496094,527.1739501953125,32.145833107282755,111.27284505188925,62.59971874973535,75.80958768333126,79.97743475675932,153.0,81.0,80.3,160.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_615607/analysis/debug_sid615607_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_615607/analysis/orientation_sid615607_snap99.json,
618120,J0159+1346,1,0.6774,14709.6357421875,8947.4951171875,31259.349609375,3.9357831478118896,-61.45405578613281,497.8097229003906,149.82675170898438,73.36887994499415,7.037494694848306,81.54543743278357,10.520050791131098,7.061505890627245,102.0,64.0,81.54543743278357,163.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_618120/analysis/debug_sid618120_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_618120/analysis/orientation_sid618120_snap99.json,
619381,J1348+2453,34,0.6774,20781.822265625,26127.208984375,22884.130859375,3.3188555240631104,-98.21209716796875,-142.5033416748047,-155.9416961669922,47.97992677198044,145.42571730015771,33.430852335234846,109.65300438217444,117.4588355189969,153.0,81.0,80.3,160.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_619381/analysis/debug_sid619381_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_619381/analysis/orientation_sid619381_snap99.json,
620832,J0914+0836,5,0.6774,11920.640625,24790.0546875,16917.533203125,3.251425266265869,-288.42950439453125,419.4705810546875,96.58834838867188,79.2565895964065,34.51255560910775,64.05248007038965,150.30310933422413,146.92973080484003,180.0,69.0,64.05248007038965,156.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_620832/analysis/debug_sid620832_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_620832/analysis/orientation_sid620832_snap99.json,
621043,J1509+0704,43,0.6774,21983.40625,19952.109375,29087.83203125,3.1874184608459473,490.5175476074219,279.8359680175781,33.06846237182617,86.64877888209894,119.70437989692863,78.57604385867783,109.16101141445617,106.64295583972695,130.0,62.0,63.39,166.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_621043/analysis/debug_sid621043_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_621043/analysis/orientation_sid621043_snap99.json,
621255,J1100+1210,17,0.6774,24181.82421875,18327.9296875,3714.249755859375,0.9435973763465881,-95.94670104980469,-26.479305267333984,-182.52574157714844,28.604176897421954,105.42840401138928,77.1702524823847,165.34097343897866,166.89510009845412,171.0,61.0,76.59,164.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_621255/analysis/debug_sid621255_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_621255/analysis/orientation_sid621255_snap99.json,
622877,J0914+0836,5,0.6774,22483.70703125,18310.12109375,2219.519287109375,2.2583494186401367,155.1582794189453,43.21281814575195,240.30604553222656,33.8316964994011,105.56294394156699,77.61041122346975,127.77730941156267,126.4653556520572,180.0,69.0,77.61041122346975,156.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_622877/analysis/debug_sid622877_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_622877/analysis/orientation_sid622877_snap99.json,
623745,J0914+0836,5,0.6774,12811.603515625,27165.685546875,3031.984130859375,1.8949306011199951,-82.9729995727539,258.7325439453125,-56.148868560791016,78.3242342484679,17.780538333786666,59.44619321873497,177.5353127077561,175.33272064021497,180.0,69.0,59.44619321873497,156.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_623745/analysis/debug_sid623745_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_623745/analysis/orientation_sid623745_snap99.json,
625041,J1100+1210,17,0.6774,20290.279296875,5215.9453125,31968.00390625,2.239020347595215,-423.65875244140625,373.8593444824219,145.3383331298828,75.57492661691887,48.573080169165536,62.93664304108119,59.134802385730495,61.98639462165349,171.0,61.0,76.59,164.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_625041/analysis/debug_sid625041_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_625041/analysis/orientation_sid625041_snap99.json,
627572,J1348+2453,34,0.6774,1042.037353515625,28332.005859375,16593.474609375,3.01869535446167,-439.942626953125,341.25396728515625,243.73219299316406,66.3584434809566,52.200041833066294,65.88373147722257,17.633165975408048,18.777296383036145,153.0,81.0,80.3,160.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_627572/analysis/debug_sid627572_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_627572/analysis/orientation_sid627572_snap99.json,
628949,J1509+0704,43,0.6774,17297.455078125,2193.005859375,30563.447265625,3.358004331588745,272.5644226074219,83.94560241699219,-76.35699462890625,75.011572044659,107.11801831562171,51.03025923836167,157.03834039070264,150.9838663929849,130.0,62.0,63.39,166.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_628949/analysis/debug_sid628949_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_628949/analysis/orientation_sid628949_snap99.json,
629891,J1509+0704,43,0.6774,23124.009765625,14321.810546875,2147.43701171875,1.8214490413665771,-358.1839599609375,-369.13604736328125,148.53672790527344,73.89209506235805,135.86270273946607,83.10512972900399,133.30808808716782,130.91130038840225,130.0,62.0,63.39,166.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_629891/analysis/debug_sid629891_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_629891/analysis/orientation_sid629891_snap99.json,
630155,J1454+3050,41,0.6774,19715.798828125,197.14158630371094,23708.884765625,2.6573710441589355,-53.02762985229492,-103.08123016357422,-125.28852844238281,42.775989639457045,152.77754767358616,63.56973304417994,101.54643616213588,101.05236349066887,223.0,37.0,56.93,164.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_630155/analysis/debug_sid630155_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_630155/analysis/orientation_sid630155_snap99.json,
630870,J0159+1346,1,0.6774,1927.492919921875,25252.89453125,8510.583984375,2.216712713241577,-219.99485778808594,-101.45973205566406,-140.81280517578125,59.83325374849211,114.75874432614766,85.13028087066792,126.41663712089131,131.0024051386972,102.0,64.0,85.13028087066792,163.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_630870/analysis/debug_sid630870_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_630870/analysis/orientation_sid630870_snap99.json,
630975,J1454+3050,41,0.6774,13581.3330078125,21978.09375,17775.552734375,3.7096903324127197,-283.7419738769531,-93.1053237915039,-182.30552673339844,58.59681265683274,108.16641020592527,46.49601075861621,65.34559920019336,62.38651789471893,223.0,37.0,56.93,164.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_630975/analysis/debug_sid630975_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_630975/analysis/orientation_sid630975_snap99.json,
631677,J1454+3050,41,0.6774,1282.01953125,19091.490234375,22061.443359375,1.7763973474502563,-111.44435119628906,-36.9663200378418,214.7860565185547,28.66373541140209,108.35078874355692,14.149956384643179,26.736572719148718,52.50351623572167,223.0,37.0,56.93,164.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_631677/analysis/debug_sid631677_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_631677/analysis/orientation_sid631677_snap99.json,
634707,J0159+1346,1,0.6774,19126.794921875,4534.4306640625,7624.62744140625,3.2964696884155273,-439.9505615234375,334.38128662109375,297.0663757324219,61.73846373781638,52.76360915172464,59.46018639426181,34.45258214446994,30.51619861352063,102.0,64.0,59.46018639426181,163.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_634707/analysis/debug_sid634707_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_634707/analysis/orientation_sid634707_snap99.json,
642220,J0914+0836,5,0.6774,24476.578125,8057.2197265625,8077.6357421875,2.5976150035858154,-223.0500030517578,-19.956377029418945,-6.877769947052002,88.24086075975103,95.11266413148263,26.8620958988918,74.35183155958904,80.85301170625671,180.0,69.0,26.8620958988918,156.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_642220/analysis/debug_sid642220_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_642220/analysis/orientation_sid642220_snap99.json,
646733,J1509+0704,43,0.6774,5653.1416015625,25739.822265625,22639.216796875,2.6696386337280273,-22.26964569091797,107.94818115234375,-188.14251708984375,30.363465069309274,11.656555830914101,42.536031621701284,123.42144559815014,124.43121003914771,130.0,62.0,63.39,166.0,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_646733/analysis/debug_sid646733_part-stars_snap99.png,/Users/wavefunction/ASU Dropbox/Tanmay Singh/COS_GASS/TNG_Subhalos/sub_646733/analysis/orientation_sid646733_snap99.json,
